Labo_AttributesDetails_List  ;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17
;;;;;;;;;;;;;;;;;
;Type;Riziv Nr;Qual;Denomination;Address;Post Code;Locality;Language;Sit Date;Qual Date;Attrib Class;Attrib Code;Attribute Desc NL;;Attribute Desc FR;Valid From;Valid To
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;1;Chemie;;Chimie;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;2;Chemie: Hormonologie;;Chimie: Hormonologie;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;3;Chemie: Toxicologie;;Chimie: Toxicologie;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;4;Chemie: Therapeutische monitoring;;Chimie: Monitoring thérapeutique;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;5;Microbiologie en microscopie;;Microbiologie et microscopie;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;6;Infectieuze serologie;;Sérologie infectieuse;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;7;Hematologie;;Hématologie;2013/03/01;
;800;81160195;998;A.Z. KLINA LABORATORIUM;AUGUSTIJNSLEI 100 ;2930;BRASSCHAAT;N;2000/06/01;2013/03/01;LABO;8;Coagulatie - Hemostase;;Coagulation - Hémostase;2013/03/01;
